HBD_cid,HBD_smiles,Vendor Status,GHS_info,Health Score,Environmental Score
67191624,C1CC(OC1)C(CO)O,True,No GHS data available,100,100
66809988,C(C1C(C(C(O1)(CO)O)O)O)O,True,No GHS data available,100,100
66711284,CC1C(C(C(O1)CO)O)O,True,No GHS data available,100,100
66710699,CC1C(C(C(O1)CO)O)O,True,No GHS data available,100,100
60047852,C1C(OC(C1O)CO)CO,True,No GHS data available,100,100
59922885,C1C(C(C(C(O1)CO)O)O)O,True,No GHS data available,100,100
59294275,CC1C(C(C(O1)CO)O)O,True,No GHS data available,100,100
57745768,C(C1C(C(C(O1)CO)O)O)O,True,No GHS data available,100,100
57484357,C1C(C(C(O1)C(CO)O)O)O,True,No GHS data available,100,100
57343995,C1C(C(C(C(O1)C(CO)O)O)O)O,True,No GHS data available,100,100
57236146,CCC(CCC(CO)O)O,True,No GHS data available,100,100
57128190,C1C(C(C(C(O1)CO)O)O)O,True,No GHS data available,100,100
57126085,CC(CCC(COC)O)O,True,No GHS data available,100,100
56832479,C1C(OCC(C1(O)O)(O)O)CO,True,No GHS data available,100,100
54500552,CCCC(CC(CO)O)O,True,No GHS data available,100,100
54434366,CC(CC(CCO)O)O,True,No GHS data available,100,100
54350590,C1C(C(C(O1)C(CO)O)O)O,True,No GHS data available,100,100
54350589,C1C(C(C(O1)C(CO)O)O)O,True,No GHS data available,100,100
54082706,C1C(COC(C1O)CO)O,True,No GHS data available,100,100
53821891,C1C(C(C(C(O1)CO)O)O)O,True,No GHS data available,100,100
53675329,COCC(CCCCO)O,True,No GHS data available,100,100
52953063,C1C(C(OC1(CO)O)CO)O,True,No GHS data available,100,100
46783459,C(C1C(C(C(O1)CO)O)O)O,True,No GHS data available,100,100
46780406,C1C(C(C(C(O1)CO)O)O)O,True,No GHS data available,100,100
45039313,C1C(C(C(C(O1)(CO)O)O)O)O,True,No GHS data available,100,100
44354489,C(C1C(C(C(C(O1)CO)O)O)O)O,True,No GHS data available,100,100
44335453,C(C1C(C(C(C(O1)CO)O)O)O)O,True,No GHS data available,100,100
44119521,C(C1C(C(C(O1)CO)O)O)O,True,No GHS data available,100,100
40486041,C1C(C(C(C(O1)CO)O)O)O,True,No GHS data available,100,100
40486040,C1C(C(C(C(O1)CO)O)O)O,True,No GHS data available,100,100
38989255,C1C(C(C(C(O1)CO)O)O)O,True,No GHS data available,100,100
23440340,C(CC(C(CCCO)O)O)CO,True,No GHS data available,100,100
23105087,C(CC(CO)O)C(CCC(CO)O)O,True,No GHS data available,100,100
22882785,C1C(C(C(C(O1)CO)O)O)O,True,No GHS data available,100,100
22863385,C1C(C(C(O1)C(CO)ON)O)O,True,No GHS data available,100,100
22851128,CC(C1C(C(CO1)O)O)O,True,No GHS data available,100,100
20752070,C1C(OCC(C1(O)O)(O)O)CO,True,No GHS data available,100,100
20747707,CCC(C1C(C(CO1)O)O)O,True,No GHS data available,100,100
20089355,CC1C(C(C(O1)CO)O)O,True,No GHS data available,100,100
19967634,C(C(C(C(C(CS)O)O)O)O)O,True,No GHS data available,100,100
18762349,CC(CC(CC(C)O)O)O,True,No GHS data available,100,100
18506451,CC(CC1C(O1)CO)O,True,No GHS data available,100,100
18506431,C1C(O1)C(C(C(CO)O)O)O,True,No GHS data available,100,100
18506383,C1C(O1)CC(CCO)O,True,No GHS data available,100,100
18396125,C1(C(C(C(C(C1O)O)ON)O)O)O,True,No GHS data available,100,100
15559359,C1C(C(C(C(O1)(CO)O)O)O)O,True,No GHS data available,100,100
15558204,C1C(C(C(C(O1)CO)O)O)O,True,No GHS data available,100,100
14057280,CC(C1CC(CO1)O)O,True,No GHS data available,100,100
14057270,C1COC(C(C1O)O)CO,True,No GHS data available,100,100
14057266,C1COC(C1O)C(CO)O,True,No GHS data available,100,100
14057263,CC(C1C(C(CO1)O)O)O,True,No GHS data available,100,100
13964799,C(C(C(C(C(C#N)O)O)O)O)O,True,No GHS data available,100,100
13959925,CC1C(CC(O1)CO)O,True,No GHS data available,100,100
13889242,CCCC(C(C(C)O)O)O,True,No GHS data available,100,100
13455853,C1C(OCC(C1O)O)CO,True,No GHS data available,100,100
13455851,C1C(COC(C1O)CO)O,True,No GHS data available,100,100
13174970,C(C1C(C(C(O1)CO)O)O)O,True,No GHS data available,100,100
13008668,CC1C(C(C(C(O1)CO)O)O)O,True,No GHS data available,100,100
12309654,C1C(C(C(C(C1O)O)O)O)O,True,No GHS data available,100,100
11137207,CC1C(CC(O1)CO)O,True,No GHS data available,100,100
11126887,C(C1C(C(C(C(O1)F)O)O)O)O,True,No GHS data available,100,100
10397347,C(CO)C1C(C(C(O1)CO)O)O,True,No GHS data available,100,100
10154201,C1C(C(C(O1)C(CO)O)O)O,True,No GHS data available,100,100
9989797,C(CO)C1C(C(C(O1)CO)O)O,True,No GHS data available,100,100
9815293,C1C(C(C(O1)C(CO)O)O)O,True,No GHS data available,100,100
7195122,C1(C(C(C(C(C1O)O)F)O)O)O,True,No GHS data available,100,100
1268053,C(C1C(C(C(O1)CO)O)O)O,True,No GHS data available,100,100
138113446,C1C(O1)C(C(C2CO2)O)O,True,No GHS data available,100,100
137705955,C1C(C(C(C(O1)(CO)O)O)O)O,True,No GHS data available,100,100
133640261,C1C(OC(C1O)(CO)O)CO,True,No GHS data available,100,100
133621853,C1C(C(C(C(O1)(CO)O)O)O)O,True,No GHS data available,100,100
133620782,C(C1C(C(C(C(O1)F)O)O)O)O,True,No GHS data available,100,100
130839859,C1C(C(C(C(O1)(CO)O)O)O)O,True,No GHS data available,100,100
130809048,C1C(C(C(O1)C(CO)O)O)O,True,No GHS data available,100,100
130147974,C1CC(C(OC1)(CO)O)O,True,No GHS data available,100,100
129275707,C1C(C(C(C(O1)(CO)O)O)O)O,True,No GHS data available,100,100
129103534,C1C(OCC(C1O)O)CO,True,No GHS data available,100,100
125471093,C(C(C(C(C(C(C(CO)O)O)O)O)O)O)O,True,No GHS data available,100,100
123308154,C1C(OC(C(C1O)O)CO)CO,True,No GHS data available,100,100
92953802,C1CC(OCC1O)CO,True,No GHS data available,100,100
92524822,C1C(O1)C(C(C2CO2)O)O,True,No GHS data available,100,100
92287298,CC(CC(CCO)O)O,True,No GHS data available,100,100
91346774,COC(CO)C1C(CCO1)O,True,No GHS data available,100,100
89581615,C1C(COC(C1O)CO)O,True,No GHS data available,100,100
89416183,CC(C1C(C(CO1)O)OC)O,True,No GHS data available,100,100
89029002,CC1C(C(C(O1)C(C)O)O)O,True,No GHS data available,100,100
71310036,C(C1C(C(C(O1)(CO)O)O)O)O,True,No GHS data available,100,100
71308848,C1C(C(C(C(O1)(CO)O)O)O)O,True,No GHS data available,100,100
56604911,C1C(C(C(C(O1)CO)O)O)(O)O,True,No GHS data available,100,100
53681232,C(C1C(C(C(C(O1)F)O)F)O)O,True,No GHS data available,100,100
49837510,C#CC(C(CCCO)O)O,True,No GHS data available,100,100
44578209,C1C(C(CC(C1O)O)O)O,True,No GHS data available,100,100
22814148,C1C(C(C(C(O1)(CO)O)O)O)O,True,No GHS data available,100,100
22213798,C1C(CC(C(C1O)O)O)O,True,No GHS data available,100,100
22158629,C(CO)C1C(C(C(O1)CO)O)O,True,No GHS data available,100,100
21573003,COC(CO)C(C(C(CO)OC)OC)OC,True,No GHS data available,100,100
19699733,COC1C(COC(C1O)CO)O,True,No GHS data available,100,100
15172962,C1C(OC(C1O)CO)CO,True,No GHS data available,100,100
15172961,C1C(OC(C1O)CO)CO,True,No GHS data available,100,100
12306015,C(C1C(C(C(O1)(CO)O)O)O)O,True,No GHS data available,100,100
12306010,C(C1C(C(C(O1)(CO)O)O)O)O,True,No GHS data available,100,100
12185230,C1CC(C(C(C1)O)O)O,True,No GHS data available,100,100
11889518,C1(C(C(C(C(C1O)O)F)O)O)O,True,No GHS data available,100,100
11768720,C1CC(C(C(C1O)O)O)O,True,No GHS data available,100,100
11389903,C1CC(C(C(C(CC1O)O)O)O)O,True,No GHS data available,100,100
11332991,C1CC(C(C(C(CC1O)O)O)O)O,True,No GHS data available,100,100
11263508,C1CC(C(CC1O)O)O,True,No GHS data available,100,100
11105690,C1C(C(C(O1)C(CO)O)O)O,True,No GHS data available,100,100
171094,C1C(C(C(O1)C(CO)O)O)O,True,No GHS data available,100,100
552200,CCCCCCC(C(C(C(CO)O)O)O)O,True,No GHS data available,100,100
552345,CCCCCCCCC(C(C(C(CO)O)O)O)O,True,No GHS data available,100,100
552346,CCCCCCCC(C(C(C(CO)O)O)O)O,True,No GHS data available,100,100
552347,CCCCCCCCCC(C(C(C(CO)O)O)O)O,True,No GHS data available,100,100
552348,CCCCCCCCCCCC(C(C(C(CO)O)O)O)O,True,No GHS data available,100,100
552349,CCCCCCCCCCCCC(C(C(C(CO)O)O)O)O,True,No GHS data available,100,100
552352,CCCCCCCCCCC(C(C(C(CO)O)O)O)O,True,No GHS data available,100,100
5321401,C1C(C(C(C(O1)(CO)O)O)O)O,True,No GHS data available,100,100
6337195,C1C(C(C(O1)C(CO)O)O)O,True,No GHS data available,100,100
10034768,C1C(C(C1(CO)O)CO)O,True,No GHS data available,100,100
10080440,CC1C(CC(O1)CO)O,True,No GHS data available,100,100
10130228,C1C(C(C(C(O1)(CO)O)O)O)O,True,No GHS data available,100,100
10176209,C1CC(C(C(C1O)O)O)O,True,No GHS data available,100,100
10261128,CC1C(CC(O1)CO)O,True,No GHS data available,100,100
10964847,C1C(C(C(C(C1O)O)O)O)O,True,No GHS data available,100,100
10997189,C1CC(C(C(C1O)O)O)O,True,No GHS data available,100,100
11206309,C1CC(C(C(C(CC1O)O)O)O)O,True,No GHS data available,100,100
11217586,C1C(C(C(O1)(C(CO)O)O)O)O,True,No GHS data available,100,100
11469579,C1CC(C(C(C(CC1O)O)O)O)O,True,No GHS data available,100,100
12444987,C1C(C(C(O1)(C(CO)O)O)O)O,True,No GHS data available,100,100
12444988,C1C(C(C(O1)(C(CO)O)O)O)O,True,No GHS data available,100,100
12930853,C1CC(C(CC1O)O)O,True,No GHS data available,100,100
13959926,CC1C(CC(O1)CO)O,True,No GHS data available,100,100
14057264,CC(C1C(C(CO1)O)O)O,True,No GHS data available,100,100
14114295,C1CC(C(C(C1O)O)O)O,True,No GHS data available,100,100
14542602,C(C1C(C(C(C(O1)CO)O)O)O)O,True,No GHS data available,100,100
15129557,C1C(C(CC(C1O)O)O)O,True,No GHS data available,100,100
15129558,C1C(C(CC(C1O)O)O)O,True,No GHS data available,100,100
15524413,CC(CC(CC(C)O)O)O,True,No GHS data available,100,100
15869882,C1C(C(C(C(C1O)F)O)O)O,True,No GHS data available,100,100
16212688,C1C(C(C(C(O1)(CO)O)O)O)O,True,No GHS data available,100,100
16213406,C1C(C(C(C(O1)(CO)O)O)O)O,True,No GHS data available,100,100
16213544,C1C(C(C(C(O1)(CO)O)O)O)O,True,No GHS data available,100,100
16213545,C1C(C(C(C(O1)(CO)O)O)O)O,True,No GHS data available,100,100
17774950,C(C1C(C(C(O1)C(CO)O)O)O)O,True,No GHS data available,100,100
18396126,C1(C(C(C(C(C1O)O)OF)O)O)O,True,No GHS data available,100,100
18710586,COCC(CCC(COC)O)O,True,No GHS data available,100,100
19048125,C1C(C(C(O1)C(CO)ON)O)O,True,No GHS data available,100,100
19601153,C1(C(C(C(C(C1O)O)OF)O)O)O,True,No GHS data available,100,100
21123649,C1C(C(C(O1)C2CO2)O)O,True,No GHS data available,100,100
21608063,C1C(C(C(O1)CCO)O)O,True,No GHS data available,100,100
22213997,C1CC(C(CC1O)O)O,True,No GHS data available,100,100
23619278,C(C(C(C(C(CBr)O)O)O)O)O,True,No GHS data available,100,100
44538530,C(C1C(C(C(O1)CF)O)O)O,True,No GHS data available,100,100
46780405,C1C(C(C(O1)C(CO)O)O)O,True,No GHS data available,100,100
49782744,C1C(C(COC1(CO)O)O)O,True,No GHS data available,100,100
50916820,C1COC(C(C(C1O)O)O)CO,True,No GHS data available,100,100
50916821,C1COC(C(C(C1O)O)O)CO,True,No GHS data available,100,100
53462688,C1C(C(C(O1)C2CO2)O)O,True,No GHS data available,100,100
53691870,C1C(C(C(C(O1)CO)O)F)O,True,No GHS data available,100,100
53785675,C(C(C(C(C(CS)O)O)O)O)O,True,No GHS data available,100,100
53786626,C1C(C(C(O1)C(C(CO)O)O)O)O,True,No GHS data available,100,100
54315548,C1C(OCC(C1O)O)CO,True,No GHS data available,100,100
57417201,C1C(C(COC1(CO)O)O)O,True,No GHS data available,100,100
71306763,C(C(C(C(C(C(OBr)Br)O)O)O)O)O,True,No GHS data available,100,100
71309810,C1C(C(C(C(O1)(CO)O)O)O)O,True,No GHS data available,100,100
71309883,C1C(C(C(C(O1)(CO)O)O)O)O,True,No GHS data available,100,100
71434189,C1C(C(C(C(O1)([C]O)O)O)O)O,True,No GHS data available,100,100
71751872,C1C(C(C(C(O1)(CO)O)O)O)O,True,No GHS data available,100,100
71764565,C(CO)C1C(C(C1O)O)O,True,No GHS data available,100,100
74345100,C1C(C(C(C(O1)CO)O)O)(O)O,True,No GHS data available,100,100
75044711,C(C1C(C(C(O1)CF)O)O)O,True,No GHS data available,100,100
75049762,C1(C(C(C(C(C1F)O)O)F)O)O,True,No GHS data available,100,100
75300427,C#CC(C(CCCO)O)O,True,No GHS data available,100,100
75581389,C1COC(C(C(C1O)O)O)CO,True,No GHS data available,100,100
76059434,C(C1C(C(C(C(O1)F)O)F)O)O,True,No GHS data available,100,100
76487814,C1C(C(C(C(O1)CO)(O)O)O)O,True,No GHS data available,100,100
77384932,CC1C(C(C(O1)C(C)O)O)O,True,No GHS data available,100,100
77603507,C1C(C(O1)C(C(CO)O)O)O,True,No GHS data available,100,100
82850611,COCC(CCC(CO)O)O,True,No GHS data available,100,100
85099581,C1C(C(C1(CO)O)CO)O,True,No GHS data available,100,100
85195079,C1(C(C(C(C(C1O)F)F)O)O)O,True,No GHS data available,100,100
85537004,CC1C(CC(O1)C(CO)O)O,True,No GHS data available,100,100
86131532,C(C1C(C(C(C(P1)O)O)O)O)O,True,No GHS data available,100,100
90472720,C1C(C(C(C(O1)(CO)O)O)O)O,True,No GHS data available,100,100
90472721,C1C(C(C(C(O1)(CO)O)O)O)O,True,No GHS data available,100,100
90472746,C1C(C(C(C(O1)(CO)O)O)O)O,True,No GHS data available,100,100
92164435,C1C(O1)C(C(C2CO2)O)O,True,No GHS data available,100,100
92177220,C(C(C(C(C(COP(=O)(O)O)O)O)O)O)O,True,No GHS data available,100,100
92219318,C(C(C(C(C(C(C(CO)O)O)O)O)O)O)O,True,No GHS data available,100,100
92219319,C(C(C(C(C(C(C(CO)O)O)O)O)O)O)O,True,No GHS data available,100,100
92219379,CC1(C(C(C1(CO)O)O)O)O,True,No GHS data available,100,100
92219380,CC1(C(C(C1(CO)O)O)O)O,True,No GHS data available,100,100
92219381,CC1(C(C(C1(CO)O)O)O)O,True,No GHS data available,100,100
92219382,CC1(C(C(C1(CO)O)O)O)O,True,No GHS data available,100,100
92287296,CC(CC(CCO)O)O,True,No GHS data available,100,100
92288006,CC(CC(CCO)O)O,True,No GHS data available,100,100
92539457,C(C(C(C(C(C(C(CO)O)O)O)O)O)O)O,True,No GHS data available,100,100
92953800,C1CC(OCC1O)CO,True,No GHS data available,100,100
92953801,C1CC(OCC1O)CO,True,No GHS data available,100,100
95562577,C(CC(C(CCCO)O)O)CO,True,No GHS data available,100,100
95562578,C(CC(C(CCCO)O)O)CO,True,No GHS data available,100,100
95562579,C(CC(C(CCCO)O)O)CO,True,No GHS data available,100,100
97049651,C(CCO)CC(CCO)O,True,No GHS data available,100,100
97049652,C(CCO)CC(CCO)O,True,No GHS data available,100,100
97052190,C(C(C(C(C(C(OBr)Br)O)O)O)O)O,True,No GHS data available,100,100
97052191,C(C(C(C(C(C(OBr)Br)O)O)O)O)O,True,No GHS data available,100,100
99941592,C(C(C(C(C(CS)O)O)O)O)O,True,No GHS data available,100,100
100977185,C(C1C(C(C(O1)C(O)O)O)O)O,True,No GHS data available,100,100
100993159,C1COC(C(C1O)O)(CO)O,True,No GHS data available,100,100
100993547,COC1C(COC(C1OC)CO)O,True,No GHS data available,100,100
100993548,COC1C(COC(C1OC)CO)O,True,No GHS data available,100,100
100996307,C1(C(C(C(C(C1O)O)O)O)O)O,True,No GHS data available,100,100
101370031,C1(C(C(C(C(C1O)O)F)O)O)O,True,No GHS data available,100,100
101382362,COC1C(COC(C1OC)CO)O,True,No GHS data available,100,100
101502703,C1(C(C(OC1C(O)O)C(O)O)O)O,True,No GHS data available,100,100
101506275,C1C(C(C(O1)C(C(CO)O)O)O)O,True,No GHS data available,100,100
101613840,C1COC(C(C1O)O)(CO)O,True,No GHS data available,100,100
101937160,C1C(C(COC1(CO)O)O)O,True,No GHS data available,100,100
101992283,C1(C(C(C(C(C1O)F)F)O)O)O,True,No GHS data available,100,100
101992284,C1(C(C(C(C(C1O)F)F)O)O)O,True,No GHS data available,100,100
102216764,C1CC(C(C(C(C(C1)O)O)O)O)O,True,No GHS data available,100,100
102304420,C1C(C(C(O1)(C(CO)O)O)O)O,True,No GHS data available,100,100
102304421,C1C(C(C(O1)(C(CO)O)O)O)O,True,No GHS data available,100,100
103452715,CC(C(CCCOC)O)O,True,No GHS data available,100,100
105427661,C1COCCC(C1O)O,True,No GHS data available,100,100
105530589,C1COCCC(C1O)O,True,No GHS data available,100,100
105531005,C1COCCC(C1O)O,True,No GHS data available,100,100
118797598,C1C(C(C(C(O1)(CO)O)O)O)O,True,No GHS data available,100,100
118855901,C1C(C(C(C(O1)(CO)O)O)O)O,True,No GHS data available,100,100
118855902,C1C(C(C(C(O1)(CO)O)O)O)O,True,No GHS data available,100,100
118855927,C1C(C(C(C(O1)(CO)O)O)O)O,True,No GHS data available,100,100
119097736,C1C(C(C(C(O1)(CO)F)O)O)O,True,No GHS data available,100,100
121007274,C1CCCC(C(CCC(C(CC1)O)O)O)O,True,No GHS data available,100,100
121494037,C1C(C(C(C(O1)(CO)O)O)O)O,True,No GHS data available,100,100
121494038,C1C(C(C(C(O1)(CO)O)O)O)O,True,No GHS data available,100,100
121494039,C1C(C(C(C(O1)(CO)O)O)O)O,True,No GHS data available,100,100
124335010,C(C(C(C(C(COP(=O)(O)O)O)O)O)O)O,True,No GHS data available,100,100
124427800,C(C(C(C(C(CS)O)O)O)O)O,True,No GHS data available,100,100
125033788,C(C(C(C(C(CS)O)O)O)O)O,True,No GHS data available,100,100
126957119,C1C(C(C(O1)C(CO)O)O)O,True,No GHS data available,100,100
126968704,C1C(C(C(C(O1)([C]O)O)O)O)O,True,No GHS data available,100,100
129361693,C1CC(C(CC1O)O)O,True,No GHS data available,100,100
129678115,C1C(C(C(O1)C(CO)O)O)O,True,No GHS data available,100,100
130124126,COC1COC(CC1O)CO,True,No GHS data available,100,100
130127803,C#CCC(CC(CO)O)O,True,No GHS data available,100,100
130142728,C1C(C(C(C(O1)CO)O)F)O,True,No GHS data available,100,100
130143798,C(C1C(O1)C(C(CO)O)O)O,True,No GHS data available,100,100
130144225,C(C1C(C(C(O1)C(O)O)O)O)O,True,No GHS data available,100,100
130144814,C1COC(C(C1O)O)(CO)O,True,No GHS data available,100,100
130145564,CC(C1C(C(CO1)OC)OC)O,True,No GHS data available,100,100
130146246,COC1C(COC(C1OC)CO)O,True,No GHS data available,100,100
130146558,C(C(C#N)O)C(C(CO)O)O,True,No GHS data available,100,100
130146578,C(CO)C1C(C(C1O)O)O,True,No GHS data available,100,100
130149674,C1C(C(C(C(C1O)F)O)O)O,True,No GHS data available,100,100
130150723,C1(C(C(OC1C(O)O)C(O)O)O)O,True,No GHS data available,100,100
130151096,CC(C1C(C(CO1)O)O)OC,True,No GHS data available,100,100
130151097,CC(C1C(C(CO1)OC)O)O,True,No GHS data available,100,100
130151177,C1C(OCC(C1(O)O)O)CO,True,No GHS data available,100,100
130152451,C1C(C(C(C(O1)CO)O)(O)O)(O)O,True,No GHS data available,100,100
130736981,C1C(O1)CC(CCO)O,True,No GHS data available,100,100
130755518,C1C(C(C(C(O1)CO)O)O)O,True,No GHS data available,100,100
130755557,C(C1C(C(C(O1)CO)O)O)O,True,No GHS data available,100,100
130756242,C(C1C(C(C(O1)CO)O)O)O,True,No GHS data available,100,100
130756251,C(C1C(C(C(O1)CO)O)O)O,True,No GHS data available,100,100
130756907,C1C(C(C(O1)(C(CO)O)O)O)O,True,No GHS data available,100,100
130756936,C1C(C(C(O1)C(CO)O)O)O,True,No GHS data available,100,100
130757746,C1C(C(COC1(CO)O)O)O,True,No GHS data available,100,100
130759834,C1COC(C(C1O)O)(CO)O,True,No GHS data available,100,100
130762459,C1CC(C(C(C1O)O)O)O,True,No GHS data available,100,100
130762553,COC1C(COC(C1OC)CO)O,True,No GHS data available,100,100
130762574,CC1C(C(C(C(O1)CO)O)O)O,True,No GHS data available,100,100
130767006,C1C(C(C(O1)C(CO)O)O)O,True,No GHS data available,100,100
130771794,CCC1C(C(C(O1)CO)O)O,True,No GHS data available,100,100
130771855,C(C1C(C(C(O1)(CO)F)O)O)O,True,No GHS data available,100,100
130773357,C1C(OC(C1O)(CO)O)CO,True,No GHS data available,100,100
130824411,C(C1C(O1)C2C(O2)CO)O,True,No GHS data available,100,100
130830241,CC1C(C(C(O1)CO)O)O,True,No GHS data available,100,100
130841329,C(C1C(C(C(O1)(CO)O)O)O)O,True,No GHS data available,100,100
130841660,C1C(C(C(O1)C(C(CO)O)O)O)O,True,No GHS data available,100,100
130843047,CC(C1C(C(CO1)O)OC)O,True,No GHS data available,100,100
130856252,C1CC(C(OC1)(CO)O)O,True,No GHS data available,100,100
130875054,C1C(C(C(O1)(C(CO)O)O)O)O,True,No GHS data available,100,100
130875252,C1COC(C(C1O)O)(CO)O,True,No GHS data available,100,100
130875706,C(C1C(C(C(C(P1)O)O)O)O)O,True,No GHS data available,100,100
130885951,C1CC(C(OC1)(CO)O)O,True,No GHS data available,100,100
130904163,CC(C1C(C(CO1)OC)O)O,True,No GHS data available,100,100
130904238,COC(CO)C1C(CCO1)O,True,No GHS data available,100,100
130904873,C1C(C(COC1(CO)O)O)O,True,No GHS data available,100,100
130918088,C(C1C(C(C(C(O1)F)(O)O)O)O)O,True,No GHS data available,100,100
130918694,C1C(C(C(O1)(C(CO)O)O)O)O,True,No GHS data available,100,100
130918699,C1CC(C(OC1)(CO)O)O,True,No GHS data available,100,100
130928555,CC(C1C(C(CO1)O)O)O,True,No GHS data available,100,100
130929205,C1C(C(C(C(O1)C(CO)O)O)O)O,True,No GHS data available,100,100
130929878,C1C(C(C(O1)(C(CO)O)O)O)O,True,No GHS data available,100,100
130944890,C1C(OCC(C1(O)O)O)CO,True,No GHS data available,100,100
130948056,C(C(C1C(C(C(O1)F)O)F)O)O,True,No GHS data available,100,100
130966414,CC(C1C(C(CO1)O)O)O,True,No GHS data available,100,100
130977417,C1COC(C(C1O)O)CO,True,No GHS data available,100,100
130990901,C(C1C(C(C(O1)C(CO)O)O)O)O,True,No GHS data available,100,100
131000812,C1C(C(C(O1)CCO)O)O,True,No GHS data available,100,100
131003444,C1C(OC(C(C1O)O)CO)CO,True,No GHS data available,100,100
131004393,CC(CC1C(O1)CO)O,True,No GHS data available,100,100
131004576,C(CO)C1C(C(C(O1)CO)O)O,True,No GHS data available,100,100
131007454,C1CC(C(CC1O)O)O,True,No GHS data available,100,100
131019248,COCC1C(C(C(CO1)O)O)O,True,No GHS data available,100,100
131037385,C(C1(C(C(C1(CO)O)O)O)O)O,True,No GHS data available,100,100
131038266,C1CC(C(CC1O)O)O,True,No GHS data available,100,100
131039031,C1C(C(C(O1)(C(CO)O)O)O)O,True,No GHS data available,100,100
131041853,C1C(C(OC1(CO)O)CO)O,True,No GHS data available,100,100
131042187,CCC(C(CCCO)O)O,True,No GHS data available,100,100
131043930,C(C1C(C(C(C(O1)F)O)O)O)O,True,No GHS data available,100,100
131045585,CCC(C1C(C(CO1)O)O)O,True,No GHS data available,100,100
131064043,CC(C1C(C(CO1)O)O)OC,True,No GHS data available,100,100
131080699,C1C(C(C(O1)(C(CO)O)O)O)O,True,No GHS data available,100,100
131107073,CC(C1C(C(CO1)OC)OC)O,True,No GHS data available,100,100
131107081,C(C1C(C(C(C(O1)F)O)O)O)O,True,No GHS data available,100,100
131132539,C1C(C(C(O1)(C(CO)O)O)O)O,True,No GHS data available,100,100
131136398,CCC(C(CCCO)O)O,True,No GHS data available,100,100
131156024,C1CC(C(OC1)(CO)O)O,True,No GHS data available,100,100
131175146,C1C(COC(C1O)(CO)O)O,True,No GHS data available,100,100
131177594,C1C(C(C(O1)(C(CO)O)O)O)O,True,No GHS data available,100,100
131179304,C1CC(C(CC1O)O)O,True,No GHS data available,100,100
131199984,C1C(C(C(C(O1)CO)O)(O)O)(O)O,True,No GHS data available,100,100
131201868,C1C(C(OC1(CO)O)CO)O,True,No GHS data available,100,100
131215288,C(C1C(C(C(C(O1)F)O)O)O)O,True,No GHS data available,100,100
131230720,C(C(C#N)O)C(C(CO)O)O,True,No GHS data available,100,100
131231342,C(C1C(O1)C(C(CO)O)O)O,True,No GHS data available,100,100
131637981,C1C(C(C(C(O1)(CO)O)O)O)O,True,No GHS data available,100,100
131846094,C1C(O1)C2C(O2)C(CO)O,True,No GHS data available,100,100
132987885,C1C(C(C(C(O1)(CO)O)O)O)O,True,No GHS data available,100,100
133617458,CC1C(CC(O1)CO)O,True,No GHS data available,100,100
133618193,C1C(O1)C(C2C(O2)CO)O,True,No GHS data available,100,100
133618731,C(C1(C(C(C1(CO)O)O)O)O)O,True,No GHS data available,100,100
133673612,C1C(O1)C(C2C(O2)CO)O,True,No GHS data available,100,100
133675618,CCC(C(CCCO)O)O,True,No GHS data available,100,100
133677880,C(C(C1C(C(C(O1)F)O)F)O)O,True,No GHS data available,100,100
133678421,C(C1C(C(C(C(O1)F)(O)O)O)O)O,True,No GHS data available,100,100
133687546,C(C1C(C(C(O1)CO)O)O)O,True,No GHS data available,100,100
133687549,C1C(C(C(O1)C(CO)O)O)O,True,No GHS data available,100,100
137553927,C1C(C(C(C(O1)CO)O)O)O,True,No GHS data available,100,100
137553928,C1C(C(C(C(O1)CO)O)O)O,True,No GHS data available,100,100
137553937,C1C(C(C(C(O1)(CO)O)O)O)O,True,No GHS data available,100,100
157355,C(C1C(C(C(C(O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O,True,No GHS data available,100,100
5793,C(C1C(C(C(C(O1)O)O)O)O)O,True,No GHS data available,100,100
493591,C(C1C(C(C(C(O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O,True,Not classified as a hazardous substance,0,0
88735,C(C1C(C(C(C(O1)OCC(C(C(C(CO)O)O)O)O)O)O)O)O,True,No GHS data available,100,100
439357,C(C1C(C(C(C(O1)O)O)O)O)O,True,No GHS data available,100,100
64947,COC1C(C(C(C(O1)CO)O)O)O,True,No GHS data available,100,100
6036,C(C1C(C(C(C(O1)O)O)O)O)O,True,No GHS data available,100,100
3034828,C(C1C(C(C(C(O1)OCC(C(C(C(CO)O)O)O)O)O)O)O)O,True,No GHS data available,100,100
439764,C1C(C(C(C(O1)O)O)O)O,True,No GHS data available,100,100
439195,C1C(C(C(C(O1)O)O)O)O,True,No GHS data available,100,100
135191,C1C(C(C(C(O1)O)O)O)O,True,No GHS data available,100,100
64689,C(C1C(C(C(C(O1)O)O)O)O)O,True,['H334'],25,0
18950,C(C1C(C(C(C(O1)O)O)O)O)O,True,No GHS data available,100,100
134129635,C(C1C(C(C(C(O1)OCC(C(C(C(CO)O)O)O)O)O)O)O)O,True,No GHS data available,100,100
4454759,C(C1C(C(C(C(O1)OCC(C(C(C(CO)O)O)O)O)O)O)O)O,True,No GHS data available,100,100
444200,CC1C(C(C(C(O1)O)O)O)O,True,No GHS data available,100,100
