HBD_cid,HBD_smiles,Vendor Status,GHS_info,Health Score,SCALED Health,HEALTH PI,Environmental Score,SCALED ENV,ENV PI,HBD_InChIKey,HBD_MolecularFormula,HBD_MolecularWeight,SCALED MW,MW PI,HBD_mp,TOTAL PI,RANK
92209,CC(C(=O)O)OC,TRUE,"['H302', 'H315', 'H319', 'H335']",120,86.20689655,47.4137931,0,100,18,ICPWFHKNYYRBSZ-UHFFFAOYSA-N,C4H8O3,104.1,57.68491835,15.57492795,no mp data,80.98872106,500
8105,C(CCO)CCO,TRUE,"['H302', 'H315', 'H319', 'H335']",120,86.20689655,47.4137931,0,100,18,ALQSHHUCVQOPAS-UHFFFAOYSA-N,C5H12O2,104.15,57.65722516,15.56745079,-18,80.9812439,501
12328294,CC(C(C)(C)O)O,TRUE,"['H302', 'H315', 'H319', 'H335']",120,86.20689655,47.4137931,0,100,18,IDEOPBXRUBNYBN-SCSAIBSYSA-N,C5H12O2,104.15,57.65722516,15.56745079,no mp data,80.9812439,501
6451912,B1(OCCNCCO1)O,TRUE,"['H302', 'H315', 'H319']",70,91.95402299,50.57471264,0,100,18,ZGHXEEFARUMNRD-UHFFFAOYSA-N,C4H10BNO3,130.94,45.86069956,12.38238888,no mp data,80.95710152,503
76173,CC1=C(C(=CC=C1)OC)O,TRUE,"['H302', 'H319']",60,93.10344828,51.20689655,0,100,18,WBHAUHHMPXBZCQ-UHFFFAOYSA-N,C8H10O2,138.16,43.46409959,11.73530689,no mp data,80.94220344,504
136911,C1C(C(=O)OC1=O)C2=CC=CC=C2,TRUE,"['H315', 'H319']",20,97.70114943,53.73563218,0,100,18,HDFKMLFDDYWABF-UHFFFAOYSA-N,C10H8O3,176.17,34.08639382,9.203326333,no mp data,80.93895852,505
28533,CC(C(C(F)F)(F)F)O,TRUE,['H302'],50,94.25287356,51.83908046,0,100,18,UPMGUZUMWYWMKI-UHFFFAOYSA-N,C4H6F4O,146.08,41.10761227,11.09905531,no mp data,80.93813577,506
70355,C1CCC(CC1)(C(=O)C2=CC=CC=C2)O,TRUE,Not classified as a hazardous substance,0,100,55,0,100,18,QNODIIQQMGDSEF-UHFFFAOYSA-N,C13H16O2,204.26,29.39880544,7.93767747,no mp data,80.93767747,507
5150640,C1C(COC1=O)CC2=CC=CC=C2,TRUE,"['H315', 'H319']",20,97.70114943,53.73563218,0,100,18,YKUMFVKVLCXLOE-UHFFFAOYSA-N,C11H12O2,176.21,34.07865615,9.20123716,no mp data,80.93686934,508
61163,C1COCCN1CCO,TRUE,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,KKFDCBRMNNSAAW-UHFFFAOYSA-N,C6H13NO2,131.17,45.78028513,12.36067698,-1.6,80.93538963,509
637516,CC(C1=CC=CC=C1)O,TRUE,"['H302', 'H315', 'H318']",85,90.22988506,49.62643678,0,100,18,WAPNOHKVXSQRPX-SSDOTTSWSA-N,C8H10O,122.16,49.15684348,13.27234774,11-Sep,80.89878452,510
344795,C1CC(C(C1)C(=O)O)C2=CC=CC=C2,TRUE,['H315'],10,98.85057471,54.36781609,0,100,18,CINPEFPDYGSEDP-UHFFFAOYSA-N,C12H14O2,190.24,31.56539108,8.522655593,no mp data,80.89047168,511
16217365,C1=CC=C(C=C1)CO,TRUE,"['H302', 'H332']",100,88.50574713,48.67816092,0,100,18,WVDDGKGOMKODPV-ZXJNGCBISA-N,C7H8O,114.094,52.63204025,14.21065087,no mp data,80.88881179,512
6993580,CCOC(=O)C(C(C(=O)OCC)O)O,TRUE,Not classified as a hazardous substance,0,100,55,0,100,18,YSAVZVORKRDODB-PHDIDXHHSA-N,C8H14O6,206.19,29.12362384,7.863378437,17,80.86337844,513
117410,CCOC(=O)C(C(C(=O)OCC)O)O,TRUE,Not classified as a hazardous substance,0,100,55,0,100,18,YSAVZVORKRDODB-WDSKDSINSA-N,C8H14O6,206.19,29.12362384,7.863378437,no mp data,80.86337844,513
16213380,COCCO,TRUE,"['H226', 'H302', 'H312', 'H332', 'H360']",200,77.01149425,42.35632184,0,100,18,XNWFRZJHXBZDAG-VMIGTVKRSA-N,C3H8O2,79.073,75.94248353,20.50447055,no mp data,80.86079239,515
8792,CC(C)CC(=O)OCCC1=CC=CC=C1,TRUE,Not classified as a hazardous substance,0,100,55,0,100,18,JIMGVOCOYZFDKB-UHFFFAOYSA-N,C13H18O2,206.28,29.1109172,7.859947644,no mp data,80.85994764,516
7600,CC(C)CCOC(=O)CC1=CC=CC=C1,TRUE,Not classified as a hazardous substance,0,100,55,0,100,18,QWBQBUWZZBUFHN-UHFFFAOYSA-N,C13H18O2,206.28,29.1109172,7.859947644,no mp data,80.85994764,516
33032,C(CC(=O)O)C(C(=O)O)N,TRUE,"['H314', 'H318']",50,94.25287356,51.83908046,0,100,18,WHUUTDBJXJRKMK-VKHMYHEASA-N,C5H9NO4,147.13,40.8142459,11.01984639,213,80.85892685,518
23327,C(CC(=O)O)C(C(=O)O)N,TRUE,"['H314', 'H318']",50,94.25287356,51.83908046,0,100,18,WHUUTDBJXJRKMK-GSVOUGTGSA-N,C5H9NO4,147.13,40.8142459,11.01984639,201,80.85892685,518
611,C(CC(=O)O)C(C(=O)O)N,TRUE,"['H314', 'H318']",50,94.25287356,51.83908046,0,100,18,WHUUTDBJXJRKMK-UHFFFAOYSA-N,C5H9NO4,147.13,40.8142459,11.01984639,213,80.85892685,518
95655,CC(CN(C)CC(C)O)O,TRUE,"['H314', 'H318']",50,94.25287356,51.83908046,0,100,18,XKQMKMVTDKYWOX-UHFFFAOYSA-N,C7H17NO2,147.22,40.78929493,11.01310963,no mp data,80.85219009,521
2734802,C1(C(O1)C(=O)O)C(=O)O,TRUE,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,DCEMCPAKSGRHCN-XIXRPRMCSA-N,C4H4O5,132.07,45.46831226,12.27644431,no mp data,80.85115695,522
11686,CC(C)(C(=O)O)C(=O)O,TRUE,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,OREAFAJWWJHCOT-UHFFFAOYSA-N,C5H8O4,132.11,45.45454545,12.27272727,192,80.84743992,523
77487,COC(=O)CCC(=O)O,TRUE,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,JDRMYOQETPMYQX-UHFFFAOYSA-N,C5H8O4,132.11,45.45454545,12.27272727,58,80.84743992,523
69732,C1=CC=C(C=C1)CCC(=O)C(=O)O,TRUE,"['H315', 'H319']",20,97.70114943,53.73563218,0,100,18,PPKAIMDMNWBOKN-UHFFFAOYSA-N,C10H10O3,178.18,33.70187451,9.099506117,no mp data,80.8351383,525
20545753,CNC(CO)CO,TRUE,"['H302', 'H315', 'H319', 'H335']",120,86.20689655,47.4137931,0,100,18,YMFOWIJFFPALOW-UHFFFAOYSA-N,C4H11NO2,105.14,57.11432376,15.42086741,no mp data,80.83466052,526
91166,CCCCCCCC(C)C(=O)O,TRUE,['H314'],25,97.12643678,53.41954023,0,100,18,KUSYIGBGHPOWEL-UHFFFAOYSA-N,C10H20O2,172.26,34.8600952,9.412225705,no mp data,80.83176594,527
16213511,CCCCCO,TRUE,"['H226', 'H315', 'H318', 'H332', 'H335']",135,84.48275862,46.46551724,0,100,18,AMQJEAYHLZJPGS-GILSBCIXSA-N,C5H12O,99.22,60.52207216,16.34095948,no mp data,80.80647673,528
248480,CC(=O)CC(C1=CC=CC=C1)C(=O)O,TRUE,['H319'],10,98.85057471,54.36781609,0,100,18,VUGQILCTHFEHDB-UHFFFAOYSA-N,C11H12O3,192.21,31.24187087,8.435305135,no mp data,80.80312123,529
11355992,CCCOCCOCCOCCO,TRUE,['H319'],10,98.85057471,54.36781609,0,100,18,KCBPVRDDYVJQHA-UHFFFAOYSA-N,C9H20O4,192.25,31.23537061,8.433550065,no mp data,80.80136616,530
79594,CCC(CC)(C1=CC=CC=C1)C(=O)O,TRUE,['H319'],10,98.85057471,54.36781609,0,100,18,PYXQBGGQMBEYLO-UHFFFAOYSA-N,C12H16O2,192.25,31.23537061,8.433550065,no mp data,80.80136616,530
54048623,CCCCO,TRUE,"['H226', 'H302', 'H315', 'H318', 'H335', 'H336']",185,78.73563218,43.3045977,0,100,18,LRHPLDYGYMQRHN-YNSOAAEFSA-N,C4H10O,83.18,72.19283482,19.4920654,no mp data,80.7966631,532
15618812,CC(C1=CC=CC=C1)O,TRUE,"['H302', 'H315', 'H318']",85,90.22988506,49.62643678,0,100,18,WAPNOHKVXSQRPX-WHRKIXHSSA-N,C8H10O,123.17,48.75375497,13.16351384,no mp data,80.78995062,533
90263,COCCOCCOCCOCCO,TRUE,[],0,100,55,0,100,18,ZNYRFEPBTVGZDN-UHFFFAOYSA-N,C9H20O5,208.25,28.83553421,7.785594238,-39,80.78559424,534
78267,CCC(C)(C)OOC(=O)C1=CC=CC=C1,TRUE,"['H226', 'H242']",0,100,55,0,100,18,RFSCGDQQLKVJEJ-UHFFFAOYSA-N,C12H16O3,208.25,28.83553421,7.785594238,no mp data,80.78559424,534
110629,CC(=C)CC1=CC=C(C=C1)O,TRUE,"['H314', 'H317']",50,94.25287356,51.83908046,0,100,18,OVBJIGPDFPHEJT-UHFFFAOYSA-N,C10H12O,148.2,40.51956815,10.9402834,no mp data,80.77936386,536
13879,CCC(=O)CC1=CC=CC=C1,TRUE,['H302'],50,94.25287356,51.83908046,0,100,18,GKDLTXYXODKDEA-UHFFFAOYSA-N,C10H12O,148.2,40.51956815,10.9402834,no mp data,80.77936386,536
220119,C=CCC(C1=CC=CC=C1)O,TRUE,['H302'],50,94.25287356,51.83908046,0,100,18,RGKVZBXSJFAZRE-UHFFFAOYSA-N,C10H12O,148.2,40.51956815,10.9402834,no mp data,80.77936386,536
97101,COC1=CC=CC=C1CC=C,TRUE,['H302'],50,94.25287356,51.83908046,0,100,18,BCINBJDCXBFCDT-UHFFFAOYSA-N,C10H12O,148.2,40.51956815,10.9402834,no mp data,80.77936386,536
98535,C(CN(CCO)CCO)N,TRUE,"['H314', 'H318']",50,94.25287356,51.83908046,0,100,18,CYOIAXUAIXVWMU-UHFFFAOYSA-N,C6H16N2O2,148.2,40.51956815,10.9402834,no mp data,80.77936386,536
71309019,C1=CC=C(C=C1)OCCO,TRUE,"['H302', 'H319']",60,93.10344828,51.20689655,0,100,18,QCDWFXQBSFUVSP-NCYHJHSESA-N,C8H10O2,140.18,42.83778,11.5662006,no mp data,80.77309715,541
542762,C(C(=O)O)(Cl)Br,TRUE,['H314'],25,97.12643678,53.41954023,0,100,18,GEHJBWKLJVFKPS-UHFFFAOYSA-N,C2H2BrClO2,173.39,34.63290847,9.350885288,31.5,80.77042552,542
91333,C(CO)N(CCO)C=O,TRUE,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,AGQSGSYOSSBGLI-UHFFFAOYSA-N,C5H11NO3,133.15,45.09951183,12.17686819,no mp data,80.75158084,543
2724875,CC(C(C(=O)O)N)OC,TRUE,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,FYCWLJLGIAUCCL-DMTCNVIQSA-N,C5H11NO3,133.15,45.09951183,12.17686819,no mp data,80.75158084,543
29353,CCCCCOC1=CC=C(C=C1)O,TRUE,"['H315', 'H319']",20,97.70114943,53.73563218,0,100,18,JCLFHZLOKITRCE-UHFFFAOYSA-N,C11H16O2,180.24,33.31668886,8.995505992,no mp data,80.73113818,545
71309117,C(C(=O)O)(Cl)Br,TRUE,['H314'],25,97.12643678,53.41954023,0,100,18,GEHJBWKLJVFKPS-VQEHIDDOSA-N,C2H2BrClO2,174.38,34.43628857,9.297797913,no mp data,80.71733814,546
8200,C(COCCOCCOCCO)O,TRUE,['H319'],10,98.85057471,54.36781609,0,100,18,UWHCKJMYHZGTIT-UHFFFAOYSA-N,C8H18O5,194.23,30.91695413,8.347577614,-6.2,80.71539371,547
30020,CCCC(CC)C(=O)O,TRUE,"['H302', 'H314']",75,91.37931034,50.25862069,0,100,18,BAZMYXGARXYAEQ-UHFFFAOYSA-N,C7H14O2,130.18,46.12843755,12.45467814,no mp data,80.71329883,548
12266,CC1=CC=C(O1)C,TRUE,"['H225', 'H302', 'H315', 'H317', 'H319', 'H335']",145,83.33333333,45.83333333,0,100,18,GSNUFIFRDBKVIE-UHFFFAOYSA-N,C6H8O,96.13,62.46749194,16.86622282,-62.8,80.69955616,549
66130,CCC1=NC=CN1,TRUE,"['H302', 'H315', 'H318', 'H319', 'H335']",145,83.33333333,45.83333333,0,100,18,PQAMFDRRWURCFQ-UHFFFAOYSA-N,C5H8N2,96.13,62.46749194,16.86622282,no mp data,80.69955616,549
20497,CC(C(CO)O)O,TRUE,"['H302', 'H315', 'H319', 'H335']",120,86.20689655,47.4137931,0,100,18,YAXKTBLXMTYWDQ-UHFFFAOYSA-N,C4H10O3,106.12,56.58688277,15.27845835,no mp data,80.69225145,551
18521648,C1=CN=C(N1)C(=S)N,TRUE,"['H303', 'H315', 'H319', 'H335']",80,90.8045977,49.94252874,0,100,18,JYLLSRXJCBEPFX-UHFFFAOYSA-N,C4H5N3S,127.17,47.22025635,12.74946921,no mp data,80.69199795,552
44457221,C#CC1=CC=C(C=C1)S(=O)(=O)N,TRUE,"['H315', 'H319']",20,97.70114943,53.73563218,0,100,18,OQPUCENNUFNCQO-UHFFFAOYSA-N,C8H7NO2S,181.21,33.13834777,8.947353899,no mp data,80.68298608,553
9828112,C1C(C(OC1O)CO)O,TRUE,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,PDWIQYODPROSQH-PYHARJCCSA-N,C5H10O4,134.13,44.76999925,12.0878998,no mp data,80.66261244,554
345751,C1C(C(OC1O)CO)O,TRUE,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,PDWIQYODPROSQH-UHFFFAOYSA-N,C5H10O4,134.13,44.76999925,12.0878998,no mp data,80.66261244,554
11658300,C1C(C(OC1O)CO)O,TRUE,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,PDWIQYODPROSQH-ZZKAVYKESA-N,C5H10O4,134.13,44.76999925,12.0878998,no mp data,80.66261244,554
7654,CC(=O)OCCC1=CC=CC=C1,TRUE,"['H318', 'H319']",35,95.97701149,52.78735632,0,100,18,MDHYEMXUFSJLGV-UHFFFAOYSA-N,C10H12O2,164.2,36.57125457,9.874238733,-31.1,80.66159506,557
68148,C=CCC1=CC=C(C=C1)O,TRUE,"['H316', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,RGIBXDHONMXTLI-UHFFFAOYSA-N,C9H10O,134.17,44.75665201,12.08429604,15.8,80.65900869,558
93029,CC=CC1=CC=CC=C1O,TRUE,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,WHGXZPQWZJUGEP-UHFFFAOYSA-N,C9H10O,134.17,44.75665201,12.08429604,no mp data,80.65900869,558
92739,CC(CO)OC(C)CO,TRUE,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,VMKMZRBPOSNUMX-UHFFFAOYSA-N,C6H14O3,134.17,44.75665201,12.08429604,no mp data,80.65900869,558
10197720,C=CC(C1=CC=CC=C1)O,TRUE,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,MHHJQVRGRPHIMR-VIFPVBQESA-N,C9H10O,134.17,44.75665201,12.08429604,no mp data,80.65900869,558
92986,C=CC(C1=CC=CC=C1)O,TRUE,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,MHHJQVRGRPHIMR-UHFFFAOYSA-N,C9H10O,134.17,44.75665201,12.08429604,no mp data,80.65900869,558
5324666,C=CC(C1=CC=CC=C1)O,TRUE,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,MHHJQVRGRPHIMR-SECBINFHSA-N,C9H10O,134.17,44.75665201,12.08429604,no mp data,80.65900869,558
6435826,CCC(=CC1=CC=CO1)C=O,TRUE,['H302'],50,94.25287356,51.83908046,0,100,18,UCPFCQBLYDXPTR-SOFGYWHQSA-N,C9H10O2,150.17,39.98801358,10.79676367,no mp data,80.63584413,564
16822,COC1=C(C=CC(=C1)CCCO)O,TRUE,"['H315', 'H319']",20,97.70114943,53.73563218,0,100,18,MWOMNLDJNQWJMK-UHFFFAOYSA-N,C10H14O3,182.22,32.95467018,8.897760948,65,80.63339313,565
579784,C1=CC(=CC=C1CCC(=O)O)S,TRUE,"['H315', 'H319']",20,97.70114943,53.73563218,0,100,18,YQWPHBFLHAJVCG-UHFFFAOYSA-N,C9H10O2S,182.24,32.95105356,8.89678446,no mp data,80.63241664,566
7531,CC(C)(CC1=CC=CC=C1)O,TRUE,['H302'],50,94.25287356,51.83908046,0,100,18,RIWRBSMFKVOJMN-UHFFFAOYSA-N,C10H14O,150.22,39.97470377,10.79317002,24,80.63225048,567
70507,CCC1=C(C(=CC=C1)CC)O,TRUE,['H302'],50,94.25287356,51.83908046,0,100,18,METWAQRCMRWDAW-UHFFFAOYSA-N,C10H14O,150.22,39.97470377,10.79317002,no mp data,80.63225048,567
11450,CC(C)(C)C1=CC(=CC=C1)O,TRUE,"['H314', 'H318']",50,94.25287356,51.83908046,0,100,18,CYEKUDPFXBLGHH-UHFFFAOYSA-N,C10H14O,150.22,39.97470377,10.79317002,42.3,80.63225048,567
15283,CCC(C)(C1=CC=CC=C1)O,TRUE,['H302'],50,94.25287356,51.83908046,0,100,18,XGLHYBVJPSZXIF-UHFFFAOYSA-N,C10H14O,150.22,39.97470377,10.79317002,no mp data,80.63225048,567
87329,C=COCCCCO,TRUE,"['H302', 'H319', 'H412']",60,93.10344828,51.20689655,50,85.71428571,15.42857143,HMBNQNDUEFFFNZ-UHFFFAOYSA-N,C6H12O2,116.16,51.69593664,13.95790289,no mp data,80.59337087,571
2733134,CCCCO,TRUE,"['H226', 'H302', 'H315', 'H318', 'H335', 'H336']",185,78.73563218,43.3045977,0,100,18,LRHPLDYGYMQRHN-NWURLDAXSA-N,C4H10O,84.18,71.33523402,19.26051319,no mp data,80.56511089,572
94763,CC(C1=CC=CC=C1)C2=CC=C(C=C2)O,TRUE,['H319'],10,98.85057471,54.36781609,0,100,18,XHASMJXNUHCHBL-UHFFFAOYSA-N,C14H14O,198.26,30.28851004,8.17789771,no mp data,80.5457138,573
17739,CCCC1=CC(=C(C=C1)O)OC,TRUE,"['H317', 'H319']",35,95.97701149,52.78735632,0,100,18,PXIKRTCSSLJURC-UHFFFAOYSA-N,C10H14O2,166.22,36.12681988,9.754241367,no mp data,80.54159769,574
74904,CCOC1=CC=CC=C1OCC,TRUE,"['H318', 'H319']",35,95.97701149,52.78735632,0,100,18,QZYDOKBVZJLQCK-UHFFFAOYSA-N,C10H14O2,166.22,36.12681988,9.754241367,44,80.54159769,574
21192045,CCOCCCC(=O)O,TRUE,"['H314', 'H335']",75,91.37931034,50.25862069,0,100,18,VZJCLNWCJGKJOI-UHFFFAOYSA-N,C6H12O3,132.16,45.43734867,12.26808414,no mp data,80.52670483,576
27877,CC(CCC(=O)O)C1=CC=CC=C1,TRUE,['H317'],25,97.12643678,53.41954023,0,100,18,UIIMQLPOAXFKFW-UHFFFAOYSA-N,C11H14O2,178.23,33.69241991,9.096953375,no mp data,80.5164936,577
637776,CC=CC1=CC(=C(C=C1)OC)OC,TRUE,['H317'],25,97.12643678,53.41954023,0,100,18,NNWHUJCUHAELCL-SNAWJCMRSA-N,C11H14O2,178.23,33.69241991,9.096953375,no mp data,80.5164936,577
17132,CCCCCCC1=CC=C(C=C1)O,TRUE,['H314'],25,97.12643678,53.41954023,0,100,18,SZWBRVPZWJYIHI-UHFFFAOYSA-N,C12H18O,178.27,33.68486004,9.094912212,no mp data,80.51445244,579
3246323,CC(C(C(=O)O)N)OP(=O)(O)O,TRUE,['H315'],10,98.85057471,54.36781609,0,100,18,USRGIUJOYOXOQJ-GBXIJSLDSA-N,C4H10NO6P,199.1,30.16072325,8.143395279,no mp data,80.51121137,580
1016,CC(C(C(=O)O)N)OP(=O)(O)O,TRUE,['H315'],10,98.85057471,54.36781609,0,100,18,USRGIUJOYOXOQJ-UHFFFAOYSA-N,C4H10NO6P,199.1,30.16072325,8.143395279,no mp data,80.51121137,580
133126436,CC(C(C(=O)O)N)OP(=O)(O)O,TRUE,['H315'],10,98.85057471,54.36781609,0,100,18,USRGIUJOYOXOQJ-STYMGOOTSA-N,C4H10NO6P,199.1,30.16072325,8.143395279,no mp data,80.51121137,580
90902,CC(C1=CC(=CC=C1)OC)O,TRUE,['H302'],50,94.25287356,51.83908046,0,100,18,ZUBPFBWAXNCEOG-UHFFFAOYSA-N,C9H12O2,152.19,39.45725738,10.65345949,no mp data,80.49253995,583
12772885,C1=COC(=C1)C(F)(F)F,TRUE,"['H225', 'H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,JNYRNWKNBRPKJH-UHFFFAOYSA-N,C5H3F3O,136.07,44.13169692,11.91555817,no mp data,80.49027081,584
585838,C1=CN=C(N1)C(F)(F)F,TRUE,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,KJMXVHBTWJSSBL-UHFFFAOYSA-N,C4H3F3N2,136.08,44.12845385,11.91468254,no mp data,80.48939518,585
222870,CCC1=CC=C(C=C1)S(=O)(=O)N,TRUE,"['H315', 'H319']",20,97.70114943,53.73563218,0,100,18,MLTGAVXHWSDGIS-UHFFFAOYSA-N,C8H11NO2S,185.25,32.41565452,8.752226721,no mp data,80.4878589,586
21183450,COC(CO)(OC)OC,TRUE,"['H227', 'H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,JPXZFDTWGWAOPF-UHFFFAOYSA-N,C5H12O4,136.15,44.1057657,11.90855674,no mp data,80.48326938,587
68490,C1=CC=C(C=C1)C(=O)CO,TRUE,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,ZWVHTXAYIKBMEE-UHFFFAOYSA-N,C8H8O2,136.15,44.1057657,11.90855674,90,80.48326938,587
135484217,C1=CC=C(C(=C1)C=NN)O,TRUE,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,MYUNWHTZYXUCIK-WEVVVXLNSA-N,C7H8N2O,136.15,44.1057657,11.90855674,no mp data,80.48326938,587
135465083,C1=CC=C(C(=C1)C=NN)O,TRUE,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,MYUNWHTZYXUCIK-UITAMQMPSA-N,C7H8N2O,136.15,44.1057657,11.90855674,no mp data,80.48326938,587
102390,C1=CC=C(C(=C1)C=NN)O,TRUE,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,MYUNWHTZYXUCIK-UHFFFAOYSA-N,C7H8N2O,136.15,44.1057657,11.90855674,no mp data,80.48326938,587
31234,C1=CC=C(C=C1)CCCO,TRUE,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,VAJVDSVGBWFCLW-UHFFFAOYSA-N,C9H12O,136.19,44.09281151,11.90505911,<-18,80.47977175,592
519333,CCC1=CC=CC(=C1O)C,TRUE,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,CIRRFAQIWQFQSS-UHFFFAOYSA-N,C9H12O,136.19,44.09281151,11.90505911,no mp data,80.47977175,592
76269,CC1=C(C(=CC=C1)OC)C,TRUE,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,BLMBNEVGYRXFNA-UHFFFAOYSA-N,C9H12O,136.19,44.09281151,11.90505911,29,80.47977175,592
15618820,CC(C1=CC=CC=C1)O,TRUE,"['H302', 'H315', 'H318']",85,90.22988506,49.62643678,0,100,18,WAPNOHKVXSQRPX-CWIRFKENSA-N,C8H10O,126.19,47.58697203,12.84848245,no mp data,80.47491923,595
90716,CC(C)CCCCC(=O)O,TRUE,"['H302', 'H319']",60,93.10344828,51.20689655,0,100,18,OEOIWYCWCDBOPA-UHFFFAOYSA-N,C8H16O2,144.21,41.64066292,11.24297899,0,80.44987554,596
6938,CC1=CC(=C(C=C1)S(=O)(=O)O)C,TRUE,"['H315', 'H319']",20,97.70114943,53.73563218,0,100,18,CHZLVSBMXZSPNN-UHFFFAOYSA-N,C8H10O3S,186.23,32.2450733,8.70616979,57,80.44180197,597
2734894,CC(C(C(=O)OC)N)O,TRUE,"['H302', 'H317']",75,91.37931034,50.25862069,0,100,18,TVHCXXXXQNWQLP-DMTCNVIQSA-N,C5H11NO3,133.15,45.09951183,12.17686819,no mp data,80.43548888,598
5367698,CCC=CCCOC(=O)CC1=CC=CC=C1,TRUE,Not classified as a hazardous substance,0,100,55,0,100,18,FJKFIIYSBXHBCT-ARJAWSKDSA-N,C14H18O2,218.29,27.50927665,7.427504696,no mp data,80.4275047,599
5352902,CCC=CCCOC(=O)CC1=CC=CC=C1,TRUE,Not classified as a hazardous substance,0,100,55,0,100,18,FJKFIIYSBXHBCT-ONEGZZNKSA-N,C14H18O2,218.29,27.50927665,7.427504696,no mp data,80.4275047,599
65287,CCC=CCCOC(=O)CC1=CC=CC=C1,TRUE,Not classified as a hazardous substance,0,100,55,0,100,18,FJKFIIYSBXHBCT-UHFFFAOYSA-N,C14H18O2,218.29,27.50927665,7.427504696,no mp data,80.4275047,599
64689,C(C1C(C(C(C(O1)O)O)O)O)O,TRUE,['H334'],25,97.12643678,53.41954023,0,100,18,WQZGKKKJIJFFOK-VFUOTHLCSA-N,C6H12O6,180.16,33.33148313,8.999500444,83,80.41904067,602
11095329,CC1=C(C(=CC=C1)Br)O,TRUE,"['H315', 'H319']",20,97.70114943,53.73563218,0,100,18,YXZPTVOCJLCMRO-UHFFFAOYSA-N,C7H7BrO,187.03,32.10714859,8.668930118,no mp data,80.4045623,603
8091,CCCCCCCC(=O)OC,TRUE,"['H317', 'H226', 'H315', 'H319', 'H227']",45,94.82758621,52.15517241,0,100,18,JGHZJRVDZXSNKQ-UHFFFAOYSA-N,C9H18O2,158.24,37.94868554,10.2461451,-40,80.40131751,604
16211873,C1=CC=C(C=C1)CC(=O)O,TRUE,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,WLJVXDMOQOGPHL-PTQBSOBMSA-N,C8H8O2,137.14,43.78737057,11.82259005,no mp data,80.3973027,605
12198003,C1=CC=C(C=C1)CC(=O)O,TRUE,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,WLJVXDMOQOGPHL-VJJZLTLGSA-N,C8H8O2,137.14,43.78737057,11.82259005,no mp data,80.3973027,605
11105425,CC(C1=CC=CC=C1O)N,TRUE,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,ZWKWKJWRIYGQFD-ZCFIWIBFSA-N,C8H11NO,137.18,43.77460271,11.81914273,no mp data,80.39385538,607
5610,C1=CC(=CC=C1CCN)O,TRUE,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100,18,DZGWFCGJZKJUFP-UHFFFAOYSA-N,C8H11NO,137.18,43.77460271,11.81914273,164-165,80.39385538,607
15618809,CC(C1=CC=CC=C1)O,TRUE,"['H302', 'H315', 'H318']",85,90.22988506,49.62643678,0,100,18,WAPNOHKVXSQRPX-VIQYUKPQSA-N,C8H10O,127.19,47.2128312,12.74746442,no mp data,80.3739012,609
94306,C1C(O1)COCC2=CC=CO2,TRUE,['H332'],50,94.25287356,51.83908046,0,100,18,RUGWIVARLJMKDM-UHFFFAOYSA-N,C8H10O3,154.16,38.95303581,10.51731967,no mp data,80.35640013,610
7041,COC1=C(C(=CC=C1)OC)O,TRUE,['H302'],50,94.25287356,51.83908046,0,100,18,KLIDCXVFHGNTTM-UHFFFAOYSA-N,C8H10O3,154.16,38.95303581,10.51731967,55-56,80.35640013,610
