HBD_cid,HBD_smiles,Vendor Status,GHS_info,Health Score,SCALED Health,HEALTH PI,Environmental Score,SCALED ENV,ENV PI,HBD_InChIKey,HBD_MolecularFormula,HBD_MolecularWeight,SCALED MW,MW PI,HBD_mp,TOTAL PI,RANK,HBD
2774098,C1=CC=C(C=C1)C(C(C(=O)O)O)(F)F,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,JCELIJYTLDZTOR-UHFFFAOYSA-N,C9H8F2O3,202.15,29.70566411,8.02052931,no mp data,76.59524195,1706,"3,3-Difluoro-2-hydroxy-3-phenylpropanoic acid"
269945,C(CC(=O)CCCC(=O)O)CC(=O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,GTCHZEFRDKAINX-UHFFFAOYSA-N,C9H14O5,202.2,29.6983185,8.018545994,no mp data,76.59325864,1707,5-Oxononanedioic acid
5192,C(CCCCC(=O)O)CCCC(=O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,CXMXRPHRNRROMY-UHFFFAOYSA-N,C10H18O4,202.25,29.69097651,8.016563659,130.8,76.59127629999999,1708,Sebacic acid
15102296,C1CCC(=C(C1)C2=CC=CC=C2)C(=O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,OSDFYCJQRZZRQZ-UHFFFAOYSA-N,C13H14O2,202.25,29.69097651,8.016563659,no mp data,76.59127629999999,1708,2-Phenylcyclohex-1-ene-1-carboxylic acid
77237,C(CCCCCO)CCCCC(=O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,KNRCBASNXNXUQQ-UHFFFAOYSA-N,C11H22O3,202.29,29.68510554,8.014978496,65.5,76.58969114,1710,11-Hydroxyundecanoic acid
71308916,CCCCCCCCCCCC(=O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,POULHZVOKOAJMA-WVMORIOASA-N,C12H24O2,202.3,29.68363816,8.014582304,no mp data,76.58929495,1711,"(1,12-13C2)Dodecanoic acid"
16217355,CCCCCCCCCCCC(=O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,POULHZVOKOAJMA-ALQHTKJJSA-N,C12H24O2,202.3,29.68363816,8.014582304,no mp data,76.58929495,1711,"(1,2-13C2)Dodecanoic acid"
595,C(C(C(=O)O)N)SSCC(C(=O)O)N,True,['H302'],50,94.25287356,51.83908046,0,100.0,18.0,LEVWYRKDKASIDU-UHFFFAOYSA-N,C6H12N2O4S2,240.3,24.98959634,6.747191011,Units uncertain,76.58627147,1713,Cystine
2773686,CC1=C(C(=C(C=C1)F)CC(=O)O)Cl,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,IZLFHWYEGHXIRN-UHFFFAOYSA-N,C9H8ClFO2,202.61,29.63822121,8.002319728,no mp data,76.57703237,1714,2-Chloro-6-fluoro-3-methylphenylacetic acid
13751966,C=CCC=CCC=CCCCCCCCC1=C(C(=CC=C1)O)O,True,['H317'],25,97.12643678,53.41954023,0,100.0,18.0,RUWDFSXBACIZCV-UTOQUPLUSA-N,C21H30O2,314.5,19.09379968,5.155325914,no mp data,76.57486614,1715,"3-((8Z,11Z)-Pentadeca-8,11,14-trien-1-yl)catechol"
262234,COC1=C(C=CC(=C1)Br)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,WHSIIJQOEGXWSN-UHFFFAOYSA-N,C7H7BrO2,203.03,29.57690982,7.98576565,no mp data,76.56047829,1716,4-Bromo-2-methoxyphenol
11019958,COC1=C(C(=CC=C1)Br)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,WEUFQISIJPSTBM-UHFFFAOYSA-N,C7H7BrO2,203.03,29.57690982,7.98576565,no mp data,76.56047829,1716,2-Bromo-6-methoxyphenol
7010573,CC(C)(C)OC(=O)CCC(C(=O)O)N,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,OIOAKXPMBIZAHL-LURJTMIESA-N,C9H17NO4,203.24,29.54634914,7.977514268999999,no mp data,76.55222691,1718,L-Glutamic acid 5-tert-butyl ester
8146,CCOCCOCCO,True,"['H302', 'H319', 'H331']",135,84.48275862,46.46551724,0,100.0,18.0,XXJWXESWEXIICW-UHFFFAOYSA-N,C6H14O3,134.17,44.75665201,12.08429604,-76,76.54981328,1719,Diethylene glycol monoethyl ether
79119,CC1CCS(=O)(=O)C1,True,"['H301', 'H319', 'H373']",135,84.48275862,46.46551724,0,100.0,18.0,CMJLMPKFQPJDKP-UHFFFAOYSA-N,C5H10O2S,134.2,44.7466468,12.08159463,no mp data,76.54711188,1720,3-Methylsulfolane
71309088,CCCCCCCCCCCCCCCCCC(=O)OC,True,['H318'],25,97.12643678,53.41954023,0,100.0,18.0,HPEUJPJOZXNMSJ-XKFLGDHCSA-N,C19H38O2,316.37,18.98094004,5.12485381,no mp data,76.54439404,1721,"Methyl (1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18-13C18)octadecanoate"
12444628,CCCC=CCC=CCCCCCCCC1=C(C(=CC=C1)O)O,True,['H317'],25,97.12643678,53.41954023,0,100.0,18.0,RMTXUPIIESNLPW-UTOQUPLUSA-N,C21H32O2,316.5,18.97314376,5.122748815,no mp data,76.54228905,1722,"3-[(8Z,11Z)-Pentadeca-8,11-dien-1-YL]benzene-1,2-diol"
69376,CCCCCCC(=O)OC(=O)CCCCCC,True,"['H314', 'H318']",50,94.25287356,51.83908046,0,100.0,18.0,DAPZDAPTZFJZTO-UHFFFAOYSA-N,C14H26O3,242.35,24.77821333,6.690117599,no mp data,76.52919806,1723,Heptanoic anhydride
4093342,COC1=CC(=C(C=C1OC)I)I,True,['H319'],10,98.85057471,54.36781609,0,100.0,18.0,FFMFMRCSTBQCTI-UHFFFAOYSA-N,C8H8I2O2,389.96,15.39901528,4.1577341269999994,no mp data,76.52555022,1724,"1,2-Diiodo-4,5-dimethoxybenzene"
7715,C1=CC=C(C=C1)OCCOCCO,True,"['H302', 'H318', 'H319']",85,90.22988506,49.62643678,0,100.0,18.0,ZUAURMBNZUCEAF-UHFFFAOYSA-N,C10H14O3,182.22,32.95467018,8.897760948,no mp data,76.52419773,1725,2-(2-Phenoxyethoxy)ethanol
15775324,CCCCCCCCCCCCCCCCCCCCC1=CC(=CC(=C1)O)O,True,['H319'],10,98.85057471,54.36781609,0,100.0,18.0,JCDQIGVVGKBORW-UHFFFAOYSA-N,C26H46O2,390.6,15.37378392,4.150921659,no mp data,76.51873775,1726,"5-Icosylbenzene-1,3-diol"
118342,C1=CC(=CC=C1CC(=O)O)C(F)(F)F,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,HNORVZDAANCHAY-UHFFFAOYSA-N,C9H7F3O2,204.15,29.41464609,7.941954445,no mp data,76.51666709,1727,4-(Trifluoromethyl)phenylacetic acid
67695,C1=CC(=CC(=C1)C(F)(F)F)CC(=O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,BLXXCCIBGGBDHI-UHFFFAOYSA-N,C9H7F3O2,204.15,29.41464609,7.941954445,no mp data,76.51666709,1727,3-(Trifluoromethyl)phenylacetic acid
594597,C1=CC=C(C(=C1)CC(=O)O)C(F)(F)F,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,TYOCDHCKTWANIR-UHFFFAOYSA-N,C9H7F3O2,204.15,29.41464609,7.941954445,no mp data,76.51666709,1727,2-(Trifluoromethyl)phenylacetic acid
98014,C1CCC(C1)C(C2=CC=CC=C2)C(=O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,BCJIDGDYYYBNNB-UHFFFAOYSA-N,C13H16O2,204.26,29.39880544,7.93767747,no mp data,76.51239011,1730,Cyclopentylphenylacetic acid
88337,C1CCC(CC1)C2=CC=C(C=C2)C(=O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,QCIWHVKGVVQHIY-UHFFFAOYSA-N,C13H16O2,204.26,29.39880544,7.93767747,no mp data,76.51239011,1730,4-Cyclohexylbenzoic acid
70817,C1CCC(CC1)(C2=CC=CC=C2)C(=O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,QXXHHHWXFHPNOS-UHFFFAOYSA-N,C13H16O2,204.26,29.39880544,7.93767747,no mp data,76.51239011,1730,1-Phenylcyclohexanecarboxylic acid
19966045,C1CCC(C1)(CC(=O)O)C2=CC=CC=C2,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,HQLHNHOWMVAWQK-UHFFFAOYSA-N,C13H16O2,204.26,29.39880544,7.93767747,no mp data,76.51239011,1730,2-(1-Phenylcyclopentyl)acetic acid
12384873,C1CCC(C(C1)C2=CC=CC=C2)C(=O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,BTERYDAAQMJMTD-VXGBXAGGSA-N,C13H16O2,204.26,29.39880544,7.93767747,no mp data,76.51239011,1730,"(1R,2S)-2-Phenylcyclohexane-1-carboxylic acid"
12384871,C1CCC(C(C1)C2=CC=CC=C2)C(=O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,BTERYDAAQMJMTD-UHFFFAOYSA-N,C13H16O2,204.26,29.39880544,7.93767747,no mp data,76.51239011,1730,2-Phenyl-cyclohexanecarboxylic acid
71308915,CCCCCCCCCCCC(=O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,POULHZVOKOAJMA-BMHINFNASA-N,C12H24O2,204.29,29.39448823,7.936511821,no mp data,76.51122447,1736,"(1,2,3,4-13C4)Dodecanoic acid"
12444627,CCCCCCC=CCCCCCCCC1=C(C(=CC=C1)O)O,True,['H317'],25,97.12643678,53.41954023,0,100.0,18.0,GWOCLAPCXDOJRL-FPLPWBNLSA-N,C21H34O2,318.5,18.85400314,5.090580848,no mp data,76.51012108,1737,Urushiol II
97780,CCOC(=O)C(C1=CC=CC=C1)Br,True,"['H314', 'H318']",50,94.25287356,51.83908046,0,100.0,18.0,BKTKLDMYHTUESO-UHFFFAOYSA-N,C10H11BrO2,243.1,24.70176882,6.669477581000001,no mp data,76.50855804,1738,Ethyl bromophenylacetate
10933679,CC(C)(C1=CC=C(C=C1)Br)C(=O)O,True,['H302'],50,94.25287356,51.83908046,0,100.0,18.0,AKVOQXBQLXOEEF-UHFFFAOYSA-N,C10H11BrO2,243.1,24.70176882,6.669477581000001,no mp data,76.50855804,1738,2-(4-Bromophenyl)-2-methylpropanoic acid
6452773,CC(CC(=O)O)C1=CC=C(C=C1)Br,True,['H302'],50,94.25287356,51.83908046,0,100.0,18.0,FBASDSAHBADZFQ-UHFFFAOYSA-N,C10H11BrO2,243.1,24.70176882,6.669477581000001,no mp data,76.50855804,1738,3-(4-Bromophenyl)butanoic acid
8738,CCCCOC(=O)C(C)O,True,"['H315', 'H319', 'H227', 'H335', 'H336']",120,86.20689655,47.41379310000001,0,100.0,18.0,MRABAEUHTLLEML-UHFFFAOYSA-N,C7H14O3,146.18,41.07949104,11.09146258,-28,76.50525568,1741,Butyl lactate
23035894,C1CC1(C2=CC=CC=C2Cl)C(=O)O,True,"['H302', 'H318']",75,91.37931034,50.25862069,0,100.0,18.0,CODFVANRHMDSSS-UHFFFAOYSA-N,C10H9ClO2,196.63,30.53959213,8.245689874,no mp data,76.50431056,1742,1-(2-Chlorophenyl)cyclopropanecarboxylic acid
24915,CCCC(=O)OC(C)(C)CC1=CC=CC=C1,True,['H411'],0,100.0,55.0,75,78.57142857,14.14285714,SHSGYHAHMQLYRB-UHFFFAOYSA-N,C14H20O2,220.31,27.25704689,7.35940266,no mp data,76.5022598,1743,"Butanoic acid, 1,1-dimethyl-2-phenylethyl ester"
80585,CCC(CC)C(=O)OCCC1=CC=CC=C1,True,['H411'],0,100.0,55.0,75,78.57142857,14.14285714,DKEOOFKYPNZAAZ-UHFFFAOYSA-N,C14H20O2,220.31,27.25704689,7.35940266,no mp data,76.5022598,1743,2-Phenylethyl 2-ethylbutyrate
20111,CCCCOCCCCO,True,"['H227', 'H302', 'H315', 'H319', 'H335']",120,86.20689655,47.41379310000001,0,100.0,18.0,OBXQRJAQMQQZMY-UHFFFAOYSA-N,C8H18O2,146.23,41.06544485,11.08767011,no mp data,76.50146321,1745,4-Butoxybutan-1-ol
11439236,CCC(C)C1=C(C=CC(=C1)C(C)(C)C2=CC(=C(C=C2)O)C(C)CC)O,True,"['H315', 'H319']",20,97.70114943,53.73563218,0,100.0,18.0,XCUMMFDPFFDQEX-UHFFFAOYSA-N,C23H32O2,340.5,17.63582966,4.761674009,no mp data,76.49730619,1746,"2,2-Bis(3-sec-butyl-4-hydroxyphenyl)propane"
53829030,COC(=O)C1=C(C=CO1)Br,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,GBDHWJDDTHNXNL-UHFFFAOYSA-N,C6H5BrO3,205.01,29.29125409,7.908638602999999,no mp data,76.48335125,1747,Methyl 3-bromofuran-2-carboxylate
88209,C1=CC(=C(C=C1Cl)Cl)CC(=O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,GXMWLJKTGBZMBH-UHFFFAOYSA-N,C8H6Cl2O2,205.03,29.28839682,7.9078671410000005,no mp data,76.48257979,1748,"2,4-Dichlorophenylacetic acid"
81058,C1=CC(=C(C(=C1)Cl)CC(=O)O)Cl,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,SFAILOOQFZNOAU-UHFFFAOYSA-N,C8H6Cl2O2,205.03,29.28839682,7.9078671410000005,no mp data,76.48257979,1748,"2,6-Dichlorophenylacetic acid"
79874,C1=CC(=C(C=C1CC(=O)O)Cl)Cl,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,ZOUPGSMSNQLUNW-UHFFFAOYSA-N,C8H6Cl2O2,205.03,29.28839682,7.9078671410000005,no mp data,76.48257979,1748,"3,4-Dichlorophenylacetic acid"
6452487,C1=C(C=C(C=C1Cl)Cl)CC(=O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,RERINLRFXYGZEE-UHFFFAOYSA-N,C8H6Cl2O2,205.03,29.28839682,7.9078671410000005,no mp data,76.48257979,1748,"2-(3,5-Dichlorophenyl)acetic acid"
53400406,C1=CC(=CC(=C1)Cl)C(C(=O)O)Cl,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,KTDVGGSTOFEZKZ-UHFFFAOYSA-N,C8H6Cl2O2,205.03,29.28839682,7.9078671410000005,no mp data,76.48257979,1748,2-Chloro-2-(3-chlorophenyl)acetic acid
4125390,CCOCCOS(=O)(=O)C1=CC=C(C=C1)C,True,['H302'],50,94.25287356,51.83908046,0,100.0,18.0,HXXNTEDKEYTYPD-UHFFFAOYSA-N,C11H16O4S,244.31,24.57942778,6.6364455,no mp data,76.47552596,1753,2-Ethoxyethyl 4-methylbenzenesulfonate
75502,C(CCCCCCCCCC(=O)O)CCCCCCCCC(=O)O,True,"['H315', 'H319']",20,97.70114943,53.73563218,0,100.0,18.0,JJOJFIHJIRWASH-UHFFFAOYSA-N,C20H38O4,342.5,17.53284672,4.733868613,125.5,76.46950079999999,1754,Eicosanedioic acid
69802,CCCCCCCCCC(=O)OOC(=O)CCCCCCCCC,True,"['H242', 'H315', 'H319']",20,97.70114943,53.73563218,0,100.0,18.0,XJOBOFWTZOKMOH-UHFFFAOYSA-N,C20H38O4,342.5,17.53284672,4.733868613,no mp data,76.46950079999999,1754,Decanoyl peroxide
71309137,C(C(C(=O)O)O)C(=O)O,True,"['H302', 'H315', 'H318', 'H335']",135,84.48275862,46.46551724,0,100.0,18.0,BJEPYKJPYRNKOW-VQEHIDDOSA-N,C4H6O5,135.08,44.4551377,12.00288718,no mp data,76.46840442,1756,2-Hydroxy(213C)butanedioic acid
71309560,C(C(C(=O)O)O)C(=O)O,True,"['H302', 'H315', 'H318', 'H335']",135,84.48275862,46.46551724,0,100.0,18.0,BJEPYKJPYRNKOW-GZPBOPPUSA-N,C4H6O5,135.08,44.4551377,12.00288718,no mp data,76.46840442,1756,(2S)-2-Hydroxy(113C)butanedioic acid
12979,CCCCCCCC(=O)OOC(=O)CCCCCCC,True,"['H242', 'H315', 'H317']",35,95.97701149,52.78735632,0,100.0,18.0,SRSFOMHQIATOFV-UHFFFAOYSA-N,C16H30O4,286.41,20.9664467,5.66094061,29,76.44829693,1758,Dioctanoyl peroxide
46739103,B(C1=C(C=C(C=C1)C(F)(F)F)O)(O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,GYGNUMOLFBSVCL-UHFFFAOYSA-N,C7H6BF3O3,205.93,29.16039431,7.873306463,no mp data,76.44801911,1759,(2-Hydroxy-4-(trifluoromethyl)phenyl)boronic acid
97466,C1C=CCC2=C1C=CC=C2O,True,"['H302', 'H319', 'H411']",60,93.10344828,51.20689655,75,78.57142857,14.14285714,OAHLLHJOPUWLKW-UHFFFAOYSA-N,C10H10O,146.19,41.07668103,11.09070388,no mp data,76.44045757,1760,"5,8-Dihydro-1-naphthol"
251957,C1C2=CC=CC=C2CC1(C(=O)O)C(=O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,RYGAENQWIQPFAI-UHFFFAOYSA-N,C11H10O4,206.19,29.12362384,7.863378437000001,no mp data,76.43809108,1761,"Indan-2,2-dicarboxylic acid"
5162089,C1=CC=C(C=C1)C=CC2=CC=C(C=C2)C(=O)O,True,"['H302', 'H319']",60,93.10344828,51.20689655,0,100.0,18.0,IAGXTPCOGVFRSQ-UHFFFAOYSA-N,C15H12O2,224.25,26.77814939,7.230100333999999,no mp data,76.43699689,1762,"Benzoic acid, 4-(2-phenylethenyl)-"
225855,CCOC(=O)CC(=O)CC1=CC=CC=C1,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,BOZNWXQZCYZCSH-UHFFFAOYSA-N,C12H14O3,206.24,29.11656323,7.861472071000001,no mp data,76.43618472,1763,Ethyl 3-oxo-4-phenylbutanoate
70032,CC1=CC=C(C=C1)C(=O)CCCC(=O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,MCWLCBLXRSXGTF-UHFFFAOYSA-N,C12H14O3,206.24,29.11656323,7.861472071000001,no mp data,76.43618472,1763,4-p-Toluoylbutyric acid
4962173,CC(C)(C)C1=CC=C(C=C1)CCC(=O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,BNJYANVQFVSYEK-UHFFFAOYSA-N,C13H18O2,206.28,29.110917200000003,7.859947644,no mp data,76.43466029,1765,3-(4-Tert-Butyl-phenyl)-propionic acid
10013216,CC1=C(C2=C(CC(O2)(C)C)C(=C1O)C)C,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,WOQBRTRMLPJSGR-UHFFFAOYSA-N,C13H18O2,206.28,29.110917200000003,7.859947644,no mp data,76.43466029,1765,"5-Benzofuranol, 2,3-dihydro-2,2,4,6,7-pentamethyl-"
77643,CC(C)(C)C1=C(C(=CC=C1)O)O,True,"['H302', 'H314', 'H317']",100,88.50574713,48.67816092,0,100.0,18.0,JIGUICYYOYEXFS-UHFFFAOYSA-N,C10H14O2,166.22,36.12681988,9.754241367,no mp data,76.43240229,1767,"3-(Tert-Butyl)benzene-1,2-diol"
2117,CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C,True,Not classified as a hazardous substance,0,100.0,55.0,0,100.0,18.0,ZAKOWWREFLAJOT-UHFFFAOYSA-N,C31H52O3,472.7,12.70361752,3.429976729,26.5-27.5,76.42997673,1768,DL-alpha-Tocopherol acetate
58078320,CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C,True,Not classified as a hazardous substance,0,100.0,55.0,0,100.0,18.0,ZAKOWWREFLAJOT-PDNQPUDYSA-N,C31H52O3,472.7,12.70361752,3.429976729,no mp data,76.42997673,1768,d-Vitamin E acetate
2773568,C1=CC(=C(C(=C1F)CC(=O)O)F)Cl,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,KYNHMNUEUZZTLW-UHFFFAOYSA-N,C8H5ClF2O2,206.57,29.07004889,7.848913201,no mp data,76.42362585,1770,"3-Chloro-2,6-difluorophenylacetic acid"
2773566,C1=CC(=C(C(=C1F)CC(=O)O)Cl)F,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,RLEIKDZPBYTKEM-UHFFFAOYSA-N,C8H5ClF2O2,206.57,29.07004889,7.848913201,no mp data,76.42362585,1770,"2-Chloro-3,6-difluorophenylacetic acid"
259740,C1=CC(=CC=C1CCCC(=O)O)Cl,True,"['H302', 'H318']",75,91.37931034,50.25862069,0,100.0,18.0,YJMDORBRISAZSC-UHFFFAOYSA-N,C10H11ClO2,198.64,30.23056786,8.162253323,no mp data,76.42087401,1772,4-(4-Chlorophenyl)butyric acid
15582644,CC(C)(C1=CC(=CC=C1)Cl)C(=O)O,True,"['H302', 'H318']",75,91.37931034,50.25862069,0,100.0,18.0,SFXNGYPSARMRKU-UHFFFAOYSA-N,C10H11ClO2,198.64,30.23056786,8.162253323,no mp data,76.42087401,1772,2-(3-Chlorophenyl)-2-methylpropanoic acid
538457,CCCCCCCCCCC#CC#CCCCCCCCCC(=O)O,True,"['H315', 'H319']",20,97.70114943,53.73563218,0,100.0,18.0,DIEDVCMBPCRJFQ-UHFFFAOYSA-N,C23H38O2,346.5,17.33044733,4.6792207789999996,no mp data,76.41485296,1774,"10,12-Tricosadiynoic acid"
726153,C1=CC=C(C=C1)C(C(=O)O)(F)F,True,"['H314', 'H315', 'H319', 'H335']",95,89.08045977,48.99425287,0,100.0,18.0,PFKSLFZFBCIJOI-UHFFFAOYSA-N,C8H6F2O2,172.13,34.88642305,9.419334224,no mp data,76.41358709999999,1775,"2,2-Difluoro-2-phenylacetic acid"
5353431,CC1=CC=C(C=C1)S(=O)(=O)C=CC#N,True,"['H302', 'H315', 'H319']",70,91.95402299,50.57471264,0,100.0,18.0,DOEWDSDBFRHVAP-KRXBUXKQSA-N,C10H9NO2S,207.25,28.97466828,7.823160434,no mp data,76.39787308,1776,(E)-3-Tosylacrylonitrile
10313247,CCCCCCCC(=O)OO,True,"['H242', 'H250', 'H314', 'H400']",25,97.12643678,53.41954023,100,71.42857143,12.85714286,CVXHBROPWMVEQO-UHFFFAOYSA-N,C8H16O3,160.21,37.48205479999999,10.120154800000002,31-32,76.39683788,1777,Peroxyoctanoic acid
19859,C1=CC(=C(C=C1Br)Cl)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,VIBJPUXLAKVICD-UHFFFAOYSA-N,C6H4BrClO,207.45,28.94673415,7.815618221,50.5,76.39033086,1778,4-Bromo-2-chlorophenol
69670,C1=CC(=C(C=C1Cl)Br)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,ZIYRDJLAJYTELF-UHFFFAOYSA-N,C6H4BrClO,207.45,28.94673415,7.815618221,no mp data,76.39033086,1778,2-Bromo-4-chlorophenol
74181,CC1=CC(=C(C=C1)O)CC2=CC(=CC(=C2O)CC3=C(C=CC(=C3)C)O)C,True,"['H315', 'H319']",20,97.70114943,53.73563218,0,100.0,18.0,MAQOZOILPAMFSW-UHFFFAOYSA-N,C23H24O3,348.4,17.23593571,4.653702641000001,no mp data,76.38933482,1780,"Phenol, 2,6-bis[(2-hydroxy-5-methylphenyl)methyl]-4-methyl-"
77773,CC1=CC=C(C=C1)S(=O)(=O)OS(=O)(=O)C2=CC=C(C=C2)C,True,['H314'],25,97.12643678,53.41954023,0,100.0,18.0,PDVFSPNIEOYOQL-UHFFFAOYSA-N,C14H14O5S2,326.4,18.39767157,4.967371324,no mp data,76.38691155,1781,p-Toluenesulfonic anhydride
59305335,C#CC1=CC(=C(C=C1)F)O,True,"['H302', 'H315', 'H318', 'H335']",135,84.48275862,46.46551724,0,100.0,18.0,AVSDFLDCXRYVKG-UHFFFAOYSA-N,C8H5FO,136.12,44.11548634,11.91118131,no mp data,76.37669855,1782,5-Ethynyl-2-fluorophenol
155461,CCCCCCCCCCCCCCCCCCCCCC1=CC(=CC(=C1)O)O,True,['H319'],10,98.85057471,54.36781609,0,100.0,18.0,BLHLKJLSYHEOGY-UHFFFAOYSA-N,C27H48O2,404.7,14.83815172,4.006300963999999,99.5-100.5,76.37411706,1783,"5-Henicosylbenzene-1,3-diol"
24582,CCCCCCCCCC1=C(C(=CC(=C1)C)CC2=CC(=CC(=C2O)CCCCCCCCC)C)O,True,['H226'],0,100.0,55.0,0,100.0,18.0,XQESJWNDTICJHW-UHFFFAOYSA-N,C33H52O2,480.8,12.48960067,3.37219218,no mp data,76.37219218,1784,"2,2'-Methylenebis(4-methyl-6-nonylphenol)"
34857,CCC1=CC(=C(C=C1)O)C,True,"['H302', 'H315', 'H318', 'H335']",135,84.48275862,46.46551724,0,100.0,18.0,QDQMEHXIUFCIGR-UHFFFAOYSA-N,C9H12O,136.19,44.09281151,11.90505911,no mp data,76.37057635,1785,4-Ethyl-2-methylphenol
78411,CC1=C(C=C(C=C1)OC)C,True,"['H302', 'H315', 'H318', 'H335']",135,84.48275862,46.46551724,0,100.0,18.0,LVUBSVWMOWKPDJ-UHFFFAOYSA-N,C9H12O,136.19,44.09281151,11.90505911,no mp data,76.37057635,1785,"3,4-Dimethylanisole"
7568538,CC1=CC=CC=C1C(C)O,True,"['H302', 'H315', 'H318', 'H335']",135,84.48275862,46.46551724,0,100.0,18.0,SDCBYRLJYGORNK-QMMMGPOBSA-N,C9H12O,136.19,44.09281151,11.90505911,no mp data,76.37057635,1785,(1S)-1-(2-Methylphenyl)ethan-1-ol
7015154,CC1=CC=CC=C1C(C)O,True,"['H302', 'H315', 'H318', 'H335']",135,84.48275862,46.46551724,0,100.0,18.0,SDCBYRLJYGORNK-MRVPVSSYSA-N,C9H12O,136.19,44.09281151,11.90505911,no mp data,76.37057635,1785,(1R)-1-(2-Methylphenyl)ethan-1-ol
50999137,B(C1=CC=C(C=C1)C(C)(C)C(=O)O)(O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,QAMVLOFDQNAZOP-UHFFFAOYSA-N,C10H13BO4,208.02,28.86741659,7.794202481,no mp data,76.36891512,1789,2-(4-Boronophenyl)-2-methylpropanoic acid
45790002,B(C1=CC=C(C=C1)CC(=O)OCC)(O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,RDIRUZGSOKLANG-UHFFFAOYSA-N,C10H13BO4,208.02,28.86741659,7.794202481,no mp data,76.36891512,1789,(4-(2-Ethoxy-2-oxoethyl)phenyl)boronic acid
3779933,B(C1=CC=C(C=C1)CCC(=O)OC)(O)O,True,"['H315', 'H319', 'H335']",70,91.95402299,50.57471264,0,100.0,18.0,XRKIHUXCUIFHAS-UHFFFAOYSA-N,C10H13BO4,208.02,28.86741659,7.794202481,no mp data,76.36891512,1789,4-(2-Methoxycarbonylethyl)phenylboronic acid
